id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_cap_mm
le-bleu-elefant,bleu,Le Bleu Elefant,https://coin-images.coingecko.com/coins/images/37811/large/b.png?1715597915,0.00037343,0.0,,363122.0,33854.0,0.00039014,0.00027232,9.31e-05,33.21208,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00300824,-88.87662,2024-05-19T05:04:56.641Z,5.391e-05,520.64599,2024-10-25T06:32:29.030Z,,2024-11-15T13:24:28.584Z,0.363122
lolcat,cats,Lolcat [OLD],https://coin-images.coingecko.com/coins/images/37849/large/lolcat.jpeg?1715758924,6.812e-08,0.0,,681195.0,868.56,,,,,,,0.0,10000000000000.0,10000000000000.0,2.07297e-07,-67.13911,2024-05-21T12:07:02.892Z,5.0854e-08,33.95061,2024-08-05T01:16:48.441Z,,2024-10-25T15:44:42.984Z,0.681195
louder,louder,LOUDER,https://coin-images.coingecko.com/coins/images/39495/large/louder_icon_200x200.png?1722539190,0.00226952,0.0,,454132.0,2128.49,0.00239162,0.00221262,-0.000122108391653931,-5.10567,0.0,0.0,0.0,200000000.0,1000000000.0,0.00359558,-37.09528,2024-10-15T04:52:50.682Z,0.00102438,120.79637,2024-09-18T20:20:51.124Z,,2024-11-15T13:24:27.869Z,0.454132
lower,lower,lower,https://coin-images.coingecko.com/coins/images/37153/large/lower.jpg?1713471922,0.00016059,0.0,,161193.0,19147.34,0.00016335,0.00013817,1.012e-05,6.72253,0.0,0.0,0.0,999999999.0,999999999.0,0.00062861,-74.57793,2024-04-20T15:52:57.787Z,2.415e-05,561.6236,2024-09-06T18:59:52.013Z,,2024-11-15T13:24:26.682Z,0.161193
based-boshi,$boshi,Based Boshi,https://coin-images.coingecko.com/coins/images/39403/large/gxlfIx0p_400x400.jpg?1722052095,8.4251e-07,0.0,,84251.0,4.21,8.68032e-07,8.24992e-07,-2.5522300429e-08,-2.94025,0.0,0.0,0.0,100000000000.0,,2.991e-05,-97.18304,2024-07-30T17:14:35.606Z,5.61044e-07,50.16824,2024-08-23T03:43:32.079Z,,2024-11-15T12:53:52.913Z,0.084251
base-pro-shops,bps,Base Pro Shops,https://coin-images.coingecko.com/coins/images/36855/large/BPS_2.png?1712634757,0.00141186,0.0,,1409861.0,219415.0,0.00174065,0.00069099,0.00034633,32.50301,0.0,0.0,0.0,1000000000.0,1000000000.0,0.0051415,-72.52973,2024-04-11T20:48:50.009Z,6.319e-05,2135.19327,2024-09-23T14:49:54.952Z,,2024-11-15T13:24:25.931Z,1.409861
make-fun,mf,Make Fun,https://coin-images.coingecko.com/coins/images/51437/large/logo-128.png?1731224206,0.00654615,0.0,,6551124.0,16499.18,0.00657208,0.00625335,9.36e-05,1.45056,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00692038,-4.96289,2024-11-11T15:30:31.007Z,0.00625335,5.17456,2024-11-14T20:22:31.153Z,,2024-11-15T13:23:26.577Z,6.551124
marso-tech,marso,Marso.Tech,https://coin-images.coingecko.com/coins/images/50292/large/QKbwAja.png?1726905588,0.0006841,0.0,,14369976.0,84888.0,0.00068889,0.00068123,-2.909227187205e-06,-0.42346,0.0,0.0,0.0,21000000000.0,21000000000.0,0.00149796,-54.2907,2024-09-23T03:35:27.824Z,0.00049897,37.22437,2024-11-05T01:08:51.525Z,,2024-11-15T13:22:50.861Z,14.369976
mewnb,mewnb,MEWNB,https://coin-images.coingecko.com/coins/images/37568/large/1000001337.jpg?1716577525,4.83e-05,0.0,,33328.0,301.2,5.284e-05,4.714e-05,-4.500801486392e-06,-8.52399,0.0,0.0,0.0,690000000.0,690000000.0,0.00297245,-98.37505,2024-05-22T17:14:17.982Z,1.65e-05,192.77824,2024-11-03T19:01:42.021Z,,2024-11-15T12:53:53.151Z,0.033328
minky,minky,MINKY,https://coin-images.coingecko.com/coins/images/39903/large/MINKY_FINAL_PROFILE_PIC_copy.png?1724735986,5.59e-06,0.0,,55924.0,3397.83,6.72e-06,5.5e-06,-7.37074705664e-07,-11.64515,0.0,0.0,0.0,10000000000.0,10000000000.0,0.00031483,-98.22366,2024-08-30T11:33:58.543Z,4.01e-06,39.34958,2024-10-06T10:59:50.122Z,,2024-11-15T12:55:36.122Z,0.055924
